Database dummy - table currhstl
900444;1;F;;
900467;1;F;;
900471;1;F;;
900480;1;F;;
900472;1;F;;
900464;1;F;;
900475;1;F;;
900396;1;F;;
900395;1;F;;
900393;1;F;;
900337;1;F;;
900338;1;F;;
900320;1;F;;
900322;1;F;;
900321;1;F;;
900326;1;F;;
900331;1;F;;
900329;1;F;;
900333;1;F;;
900335;1;F;;
900627;1;F;;
900949;4;F;;
900259;2;F;;
900261;2;F;;
900167;2;F;;
900694;2;F;;
900703;2;F;;
900708;4;F;;
900701;7;F;;
900650;8;F;;
900663;8;F;;
900713;8;F;;
900629;8;F;;
900591;4;F;;
900582;4;F;;
900723;9;F;;
900730;9;F;;
900734;9;F;;
900736;9;F;;
900738;9;F;;
900668;9;F;;
900718;10;F;;
900651;10;F;;
900687;10;F;;
900466;11;F;;
900469;11;F;;
900463;11;F;;
900478;11;F;;
900473;11;F;;
900379;11;F;;
900377;11;F;;
900316;4;F;;
900429;4;F;;
900426;4;F;;
900421;4;F;;
900208;4;F;;
900256;4;F;;
900262;4;F;;
900263;4;F;;
900266;4;F;;
900352;5;F;;
900367;5;F;;
900449;5;F;;
900456;5;F;;
900174;7;F;;
900205;7;F;;
900195;8;F;;
900124;8;F;;
900125;8;F;;
900232;8;F;;
900258;8;F;;
900265;8;F;;
900188;9;F;;
900298;9;F;;
900285;10;F;;
900170;2;F;;
900180;2;F;;
900332;2;F;;
900350;2;F;;
900323;2;T;;
900171;2;F;;
900190;2;F;;
900255;2;F;;
900284;2;F;;
900163;2;F;;
900166;2;F;;
900301;7;F;;
900294;8;F;;
900305;5;F;;
900165;4;F;;
900164;9;F;;
900675;1;F;;
900673;1;F;;
901221;1;F;;
901031;11;F;;
900702;1;F;;
900679;7;F;;
900301;7;F;;
900662;5;F;;
900836;2;F;;
900641;8;F;;
900401;1;F;;
900528;1;F;;
900530;1;F;;
900532;1;F;;
900534;1;F;;
900527;1;F;;
900376;1;F;;
900380;1;F;;
900383;1;F;;
900509;1;F;;
900603;1;F;;
900615;1;F;;
900625;1;F;;
900378;11;F;;
900382;11;F;;
890749;1;;;
890493;6;;;
890209;5;;;
890242;5;;;
890397;5;;;
880420;5;;;
880422;5;;;
870029;5;;;
870035;5;;;
870043;5;;;
870049;5;;;
870054;5;;;
870057;5;;;
870074;5;;;
870086;5;;;
870090;5;;;
870094;5;;;
870065;5;;;
870121;5;;;
870122;5;;;
870124;5;;;
870132;5;;;
870140;5;;;
870145;5;;;
870146;5;T;;
870207;5;;;
870211;5;;;
870217;5;;;
870221;5;;;
870235;5;;;
870238;5;;;
870239;5;;;
870255;5;;;
870260;5;;;
870263;5;;;
870264;5;;;
870265;5;;;
870273;5;;;
870281;5;T;;
860041;5;;;
860042;5;;;
860045;5;;;
860047;5;;;
860050;5;;;
860054;5;;;
860056;5;;;
860064;5;T;;
860113;5;T;;
860126;5;;;
860141;5;;;
860143;5;;;
860148;5;;;
860149;5;;;
860154;5;;;
860159;5;;;
860189;5;;;
860198;5;;;
860199;5;;;
860204;5;;;
860205;5;;;
860208;5;;;
860219;5;;;
860227;5;T;;
860229;5;;;
860232;5;;;
860234;5;T;;
860304;5;;;
860306;5;;;
860307;5;;;
860309;5;;;
850016;5;;;
850018;5;;;
850028;5;;;
870324;5;;;
870300;5;;;
870304;5;;;
890043;5;;;
890046;5;;;
890047;5;;;
890049;5;;;
890051;5;;;
890053;5;;;
890072;5;;;
890073;5;;;
890074;8;;;
890075;5;;;
890078;5;;;
890088;5;;;
890089;5;;;
890090;5;;;
890092;5;;;
890099;5;;;
890100;5;;;
890101;5;;;
890102;5;;;
890103;5;;;
890104;5;;;
890105;5;;;
890106;5;;;
890107;5;;;
890108;5;;;
890109;5;;;
890120;5;;;
890121;5;;;
890123;5;;;
890151;5;;;
890152;5;;;
890155;5;;;
890156;5;;;
890608;5;;;
890807;5;;;
890665;5;;;
890667;5;;;
890671;5;;;
890675;5;;;
890676;5;;;
890677;5;;;
890679;5;;;
890808;5;;;
890518;5;;;
890519;5;;;
890520;5;;;
890521;5;;;
890523;5;;;
890526;5;;;
890529;5;;;
890533;5;;;
890534;5;;;
890783;5;;;
890784;5;;;
890785;5;;;
890786;5;;;
890788;5;;;
890789;5;;;
890790;5;;;
890185;6;;;
890837;6;;;
890841;5;;;
890842;5;;;
890843;5;;;
890845;5;;;
890844;5;;;
870245;5;;;
830020;9;;;
830028;9;;;
840030;9;;;
840046;9;;;
840051;9;;;
840052;9;;;
850025;9;T;;
850058;9;;;
850059;9;;;
850061;9;;;
850077;9;;;
850078;9;;;
850095;9;;;
850096;9;;;
850097;9;;;
850099;9;;;
850101;9;;;
850102;9;;;
850104;9;;;
860016;9;;;
860021;9;;;
860026;9;T;;
860027;9;;;
860029;9;;;
860073;9;;;
860074;9;;;
860083;9;;;
860086;9;;;
860092;9;;;
860097;9;;;
860105;9;;;
860177;9;;;
860182;9;;;
860184;9;;;
860185;9;;;
860188;9;;;
860193;9;;;
860195;9;;;
860216;9;;;
860237;9;;;
860245;9;;;
860246;9;;;
860256;9;;;
860267;9;;;
860268;9;;;
860269;9;T;;
860271;9;;;
860272;9;;;
860277;9;;;
860281;9;;;
860285;9;;;
860295;9;;;
860314;9;;;
860349;9;;;
860356;9;;;
860357;9;;;
860360;9;;;
860367;9;;;
870014;9;;;
870018;9;;;
870020;9;;;
870110;9;;;
870131;9;;;
870144;9;;;
870150;9;T;;
870203;9;;;
870208;9;;;
870212;9;;;
870219;9;T;;
870220;9;;;
870222;9;;;
870227;9;;;
870231;9;;;
870232;9;;;
870233;9;;;
870242;9;;;
870250;9;F;;
870259;9;;;
870267;9;;;
870268;9;;;
870274;9;;;
870276;9;;;
870279;9;T;;
870283;9;;;
870286;9;;;
870288;9;;;
870289;9;;;
870292;9;;;
870294;9;;;
870378;9;;;
880292;9;;;
880530;9;;;
890527;10;;;
890266;10;;;
890307;10;;;
890568;10;;;
890460;10;;;
890558;10;;;
890201;10;;;
890327;10;T;;
890353;10;;;
890233;10;T;;
890265;10;;;
880042;9;;;
880166;9;;;
880176;9;;;
880196;9;;;
880205;9;;;
890015;9;;;
890016;9;;;
890017;9;;;
890019;9;;;
890020;9;;;
890021;9;;;
890022;9;;;
890023;9;;;
890024;9;;;
890094;9;;;
890095;9;;;
890096;9;;;
890018;9;;;
870051;10;;;
870071;10;;;
870241;10;;;
870224;10;;;
870084;10;;;
870095;10;;;
870215;10;;;
870114;10;;;
870141;10;;;
890812;9;;;
890822;9;;;
890536;9;;;
890537;9;;;
890541;9;;;
890542;9;;;
890543;9;;;
890544;9;;;
890547;9;;;
890550;9;;;
890551;9;;;
890552;9;;;
890555;9;;;
890556;9;;;
880231;10;;;
880108;10;;;
880177;10;;;
870282;10;T;;
880193;10;;;
890508;10;;;
890037;11;;;
890813;10;;;
880223;10;;;
890484;10;;;
890502;10;;;
890532;10;;;
890153;10;;;
890524;10;;;
890528;10;;;
890525;10;;;
890516;10;;;
890512;10;;;
890503;10;;;
890499;10;;;
890510;10;;;
870361;10;;;
870366;10;;;
880219;10;;;
870358;10;;;
860361;10;;;
860152;10;;;
860377;10;;;
870376;10;;;
830035;10;;;
840048;10;;;
850067;10;;;
870379;10;;;
870386;10;;;
870034;10;;;
880082;10;;;
890530;10;;;
890752;10;;;
880190;10;;;
890464;10;;;
890522;10;;;
860051;10;;;
860305;10;;;
860274;10;;;
870067;10;T;;
860122;10;T;;
860173;10;;;
830029;10;;;
860101;10;;;
860174;10;;;
860123;10;T;;
860358;10;;;
810014;9;;;
840033;9;;;
890849;9;;;
840056;9;;;
850072;9;;;
850082;9;;;
870026;9;;;
850088;9;;;
890535;11;;;
890539;11;;;
890540;11;;;
890549;11;;;
890554;11;;;
890538;11;;;
890545;11;;;
890546;11;;;
890548;11;;;
890780;11;;;
890787;11;;;
890791;11;;;
890080;11;;;
890081;11;;;
890125;11;;;
890635;11;;;
890642;11;;;
890815;11;;;
890814;11;;;
890690;11;;;
890703;11;;;
890720;11;;;
890729;11;;;
890761;11;;;
890803;11;;;
890766;11;;;
880125;11;;;
880186;11;;;
880236;11;;;
880237;11;;;
870322;11;;;
870372;11;;;
870373;11;;;
870383;11;;;
860350;11;;;
860354;11;;;
860366;11;;;
860373;11;;;
850074;11;;;
890851;11;;;
890852;11;;;
890853;11;;;
890855;11;;;
890659;11;;;
850054;7;;;
860015;7;T;;
860017;7;;;
860019;7;;;
860024;7;;;
860025;7;;;
860028;7;;;
860119;7;;;
860140;7;T;;
860158;7;T;;
860160;7;;;
860162;7;;;
860163;7;;;
860167;7;;;
860169;7;;;
860170;7;;;
860233;7;T;;
860242;7;;;
860247;7;;;
860248;7;;;
860251;7;;;
860252;7;;;
860257;7;;;
860259;7;;;
860270;7;;;
860273;7;;;
860283;7;;;
860284;7;;;
860289;7;;;
860290;7;;;
860297;7;;;
860300;7;;;
860303;7;;;
860308;7;;;
860310;7;;;
860311;7;;;
860312;7;;;
860313;7;;;
870028;7;;;
870033;7;;;
870046;7;;;
870048;7;;;
870050;7;;;
870064;7;;;
870066;7;;;
870072;7;;;
870081;7;;;
870089;7;;;
870093;7;;;
870103;7;;;
870107;7;;;
870108;7;;;
870116;7;;;
870123;7;;;
870134;7;;;
870136;7;;;
870138;7;;;
870147;7;T;;
870158;7;;;
870160;7;;;
870166;7;;;
870167;7;;;
870171;7;;;
870183;7;;;
870187;7;;;
870188;7;;;
870202;7;;;
870226;7;;;
870228;7;;;
870248;7;;;
870305;7;T;;
880340;7;;;
890330;4;;;
880511;7;;;
880024;7;;;
890026;4;;;
890027;4;;;
890028;4;;;
890029;4;;;
890030;4;;;
890031;4;;;
890032;4;;;
890036;4;;;
890038;4;;;
890039;4;;;
890041;4;;;
890042;4;;;
890128;4;;;
890132;4;;;
890160;4;;;
890161;4;;;
890163;4;;;
890825;4;;;
890663;4;;;
890700;4;;;
890701;4;;;
890702;4;;;
890704;4;;;
890705;4;;;
890706;4;;;
890707;4;;;
890708;4;;;
890219;7;;;
890220;7;;;
890221;7;;;
890222;7;;;
890223;7;;;
890234;7;;;
890256;7;;;
890257;7;;;
890258;7;;;
890259;7;;;
890260;7;;;
890261;7;;;
890262;7;;;
890310;7;;;
890311;7;;;
890329;7;;;
890347;7;;;
890361;7;;;
890362;7;;;
890363;7;;;
890364;7;;;
890365;7;;;
890366;7;;;
890367;7;;;
890368;7;;;
890386;7;F;;
890405;7;;;
890406;7;;;
890407;7;;;
890408;7;;;
890409;7;;;
890410;7;;;
890126;7;;;
890127;7;;;
880022;4;;;
890129;7;;;
890130;7;;;
890134;7;;;
890157;7;;;
890616;7;;;
890617;7;;;
890619;7;;;
890620;7;;;
890621;7;;;
890622;7;;;
890623;7;;;
890624;7;;;
890625;7;;;
870038;4;;;
870040;4;;;
870041;4;;;
870042;4;;;
870044;4;;;
870058;4;;;
870062;4;;;
870073;4;;;
870077;4;;;
870085;4;;;
870097;4;;;
870098;4;;;
870100;4;;;
890626;7;;;
890627;7;;;
890641;7;;;
890810;7;;;
890643;7;;;
890644;7;;;
890645;7;;;
890646;7;;;
890647;7;;;
890655;7;;;
890682;7;;;
890683;7;;;
870189;4;;;
870197;4;;;
870200;4;;;
870210;4;;;
870214;4;;;
870249;4;F;;
870299;4;;;
890684;7;;;
890685;7;;;
890686;7;;;
890687;7;;;
890688;7;;;
890689;7;;;
890768;7;;;
890769;7;;;
890770;7;;;
890771;7;;;
890772;7;;;
860030;4;;;
860040;4;;;
860044;4;;;
860048;4;;;
860065;4;T;;
860076;4;;;
860084;4;T;;
860085;4;;;
860089;4;;;
860095;4;;;
860103;4;;;
860108;4;;;
860112;4;T;;
860118;4;;;
860128;4;;;
860133;4;;;
860135;4;;;
860136;4;;;
860139;4;;;
860142;4;;;
860166;4;;;
860172;4;;;
860180;4;;;
860186;4;T;;
890773;7;;;
890774;7;;;
890775;7;;;
890777;7;;;
890778;7;;;
890779;7;;;
890781;7;;;
890782;7;;;
890792;7;;;
890566;7;;;
890567;7;T;;
890569;7;;;
890570;7;;;
860190;4;;;
860197;4;;;
860202;4;;;
860203;4;;;
860212;4;;;
860225;4;;;
860316;4;;;
860320;4;;;
890571;7;;;
890572;7;;;
890573;7;;;
890574;7;;;
860348;4;;;
850024;4;F;;
850033;4;;;
850034;4;;;
850038;4;;;
840015;4;;;
