Database dummy - table feecoll
2001;2;2001-10-03;2353;AIP;126;991174;;
2001;2;2001-10-03;2353;CF;2500;991174;;
2001;2;2001-10-03;2354;AIP;126;579;;
2001;2;2001-10-03;2354;EXM;300;579;;
2001;2;2001-10-03;2354;GYM;100;579;;
2001;2;2001-10-03;2354;MDF;50;579;;
2001;2;2001-10-03;2354;MDI;50;579;;
2001;2;2001-10-03;2354;RGT;300;579;;
2001;2;2001-10-03;2354;SBF;100;579;;
2001;2;2001-10-03;2354;TUFG;2950;579;;
2001;2;2001-10-04;2356;AIP;126;11099;;
2001;2;2001-10-04;2356;CHS;1770;11099;;
2001;2;2001-10-04;2356;EXM;300;11099;;
2001;2;2001-10-04;2356;FEWC;300;11099;;
2001;2;2001-10-04;2356;GYM;100;11099;;
2001;2;2001-10-04;2356;HEC;300;11099;;
2001;2;2001-10-04;2356;INTR;100;11099;;
2001;2;2001-10-04;2356;MDF;50;11099;;
2001;2;2001-10-04;2356;MDI;50;11099;;
2001;2;2001-10-04;2356;RGT;300;11099;;
2001;2;2001-10-04;2356;SBF;100;11099;;
2001;2;2001-10-04;2356;THRG;550;11099;;
2001;2;2001-10-05;2357;AIP;126;300;;
2001;2;2001-10-05;2357;EXM;300;300;;
2001;2;2001-10-05;2357;GYM;100;300;;
2001;2;2001-10-05;2357;INTR;100;300;;
2001;2;2001-10-05;2357;MDF;50;300;;
2001;2;2001-10-05;2357;MDI;50;300;;
2001;2;2001-10-05;2357;RGT;300;300;;
2001;2;2001-10-05;2357;SBF;100;300;;
2001;2;2001-10-05;2357;TUFG;2950;300;;
2001;2;2001-10-08;2360;AIP;126;10996;;
2001;2;2001-10-08;2360;EXM;300;10996;;
2001;2;2001-10-08;2360;GYM;100;10996;;
2001;2;2001-10-08;2360;MDF;50;10996;;
2001;2;2001-10-08;2360;MDI;50;10996;;
2001;2;2001-10-08;2360;RGT;300;10996;;
2001;2;2001-10-08;2360;SBF;100;10996;;
2001;2;2001-10-08;2360;TUFG;5900;10996;;
2001;2;2001-10-08;2361;AIP;126;10170;;
2001;2;2001-10-08;2361;CHS;1770;10170;;
2001;2;2001-10-08;2361;EXM;300;10170;;
2001;2;2001-10-08;2361;FEWC;300;10170;;
2001;2;2001-10-08;2361;GYM;100;10170;;
2001;2;2001-10-08;2361;HEC;300;10170;;
2001;2;2001-10-08;2361;INTR;100;10170;;
2001;2;2001-10-08;2361;MDF;50;10170;;
2001;2;2001-10-08;2361;MDI;50;10170;;
2001;2;2001-10-08;2361;RGT;300;10170;;
2001;2;2001-10-08;2361;SBF;100;10170;;
2001;2;2001-10-08;2361;THRG;550;10170;;
2001;2;2001-10-08;2361;TUFG;5900;10170;;
2001;2;2001-10-08;2364;AIP;126;11244;;
2001;2;2001-10-08;2364;CHS;1770;11244;;
2001;2;2001-10-08;2364;EXM;300;11244;;
2001;2;2001-10-08;2364;FEWC;300;11244;;
2001;2;2001-10-08;2364;GYM;100;11244;;
2001;2;2001-10-08;2364;HEC;300;11244;;
2001;2;2001-10-08;2364;INTR;100;11244;;
2001;2;2001-10-08;2364;MDF;50;11244;;
2001;2;2001-10-08;2364;MDI;50;11244;;
2001;2;2001-10-08;2364;RGT;300;11244;;
2001;2;2001-10-08;2364;SBF;100;11244;;
2001;2;2001-10-08;2364;THRG;550;11244;;
2001;2;2001-10-08;2364;TUFG;2950;11244;;
2001;2;2001-10-09;2367;AIP;126;980337;;
2001;2;2001-10-09;2367;CF;2500;980337;;
2001;2;2001-10-09;2368;AIP;126;10514;;
2001;2;2001-10-09;2368;CHS;1770;10514;;
2001;2;2001-10-09;2368;EXM;300;10514;;
2001;2;2001-10-09;2368;FEWC;300;10514;;
2001;2;2001-10-09;2368;GYM;100;10514;;
2001;2;2001-10-09;2368;HEC;300;10514;;
2001;2;2001-10-09;2368;INTR;100;10514;;
2001;2;2001-10-09;2368;MDF;50;10514;;
2001;2;2001-10-09;2368;MDI;50;10514;;
2001;2;2001-10-09;2368;RGT;300;10514;;
2001;2;2001-10-09;2368;SBF;100;10514;;
2001;2;2001-10-09;2368;THRG;550;10514;;
2001;2;2001-10-11;2374;CHS;1770;669;;
2001;2;2001-10-11;2374;EWC;300;669;;
2001;2;2001-10-11;2374;EXM;350;669;;
2001;2;2001-10-11;2374;GYM;100;669;;
2001;2;2001-10-11;2374;HEC;300;669;;
2001;2;2001-10-11;2374;INTR;100;669;;
2001;2;2001-10-11;2374;MDF;50;669;;
2001;2;2001-10-11;2374;MDI;50;669;;
2001;2;2001-10-11;2374;RGT;200;669;;
2001;2;2001-10-11;2374;SBF;100;669;;
2001;2;2001-10-11;2374;THRG;500;669;;
2001;2;2001-10-11;2374;TUFG;1500;669;;
2001;2;2001-10-11;2376;AIP;126;10310;;
2001;2;2001-10-11;2376;EXM;300;10310;;
2001;2;2001-10-11;2376;GYM;100;10310;;
2001;2;2001-10-11;2376;INTR;100;10310;;
2001;2;2001-10-11;2376;MDF;50;10310;;
2001;2;2001-10-11;2376;MDI;50;10310;;
2001;2;2001-10-11;2376;RGT;300;10310;;
2001;2;2001-10-11;2376;SBF;100;10310;;
2001;2;2001-10-11;2376;TUFG;5900;10310;;
2001;2;2001-10-12;2377;AIP;126;205;;
2001;2;2001-10-12;2377;CHS;1770;205;;
2001;2;2001-10-12;2377;EWC;300;205;;
2001;2;2001-10-12;2377;EXM;300;205;;
2001;2;2001-10-12;2377;GYM;100;205;;
2001;2;2001-10-12;2377;HEC;300;205;;
2001;2;2001-10-12;2377;INTR;100;205;;
2001;2;2001-10-12;2377;MDF;50;205;;
2001;2;2001-10-12;2377;MDI;50;205;;
2001;2;2001-10-12;2377;RGT;300;205;;
2001;2;2001-10-12;2377;SBF;100;205;;
2001;2;2001-10-12;2377;THRG;550;205;;
2001;2;2001-10-12;2377;TUFG;28050;205;;
2001;2;2001-10-12;2378;AIP;126;1488;;
2001;2;2001-10-12;2378;CHS;1770;1488;;
2001;2;2001-10-12;2378;EXM;300;1488;;
2001;2;2001-10-12;2378;FEWC;300;1488;;
2001;2;2001-10-12;2378;GYM;100;1488;;
2001;2;2001-10-12;2378;HEC;300;1488;;
2001;2;2001-10-12;2378;MDF;50;1488;;
2001;2;2001-10-12;2378;MDI;50;1488;;
2001;2;2001-10-12;2378;RGT;300;1488;;
2001;2;2001-10-12;2378;SBF;100;1488;;
2001;2;2001-10-12;2378;THRG;550;1488;;
2001;2;2001-10-12;2378;TUFG;1475;1488;;
2001;2;2001-10-12;2379;AIP;126;971268;;
2001;2;2001-10-12;2379;CHS;1770;971268;;
2001;2;2001-10-12;2379;EXM;300;971268;;
2001;2;2001-10-12;2379;FEWC;300;971268;;
2001;2;2001-10-12;2379;GYM;100;971268;;
2001;2;2001-10-12;2379;HEC;300;971268;;
2001;2;2001-10-12;2379;MDF;50;971268;;
2001;2;2001-10-12;2379;MDI;50;971268;;
2001;2;2001-10-12;2379;RGT;300;971268;;
2001;2;2001-10-12;2379;SBF;100;971268;;
2001;2;2001-10-12;2379;THRG;550;971268;;
2001;2;2001-10-12;2379;TUFG;1475;971268;;
2001;2;2001-10-12;2380;AIP;126;1483;;
2001;2;2001-10-12;2380;CHS;1770;1483;;
2001;2;2001-10-12;2380;EXM;300;1483;;
2001;2;2001-10-12;2380;FEWC;300;1483;;
2001;2;2001-10-12;2380;GYM;100;1483;;
2001;2;2001-10-12;2380;HEC;300;1483;;
2001;2;2001-10-12;2380;MDF;50;1483;;
2001;2;2001-10-12;2380;MDI;50;1483;;
2001;2;2001-10-12;2380;RGT;300;1483;;
2001;2;2001-10-12;2380;SBF;100;1483;;
2001;2;2001-10-12;2380;THRG;550;1483;;
2001;2;2001-10-12;2380;TUFG;1475;1483;;
2001;2;2001-10-12;2382;AIP;126;10411;;
2001;2;2001-10-12;2382;EXM;300;10411;;
2001;2;2001-10-12;2382;GYM;100;10411;;
2001;2;2001-10-12;2382;MDF;50;10411;;
2001;2;2001-10-12;2382;MDI;50;10411;;
2001;2;2001-10-12;2382;RGT;300;10411;;
2001;2;2001-10-12;2382;SBF;100;10411;;
2001;2;2001-10-12;2382;TUFG;5900;10411;;
2001;2;2001-10-12;2383;AIP;126;1492;;
2001;2;2001-10-12;2383;CHS;1770;1492;;
2001;2;2001-10-12;2383;EXM;300;1492;;
2001;2;2001-10-12;2383;FEWC;300;1492;;
2001;2;2001-10-12;2383;GYM;100;1492;;
2001;2;2001-10-12;2383;HEC;300;1492;;
2001;2;2001-10-12;2383;MDF;50;1492;;
2001;2;2001-10-12;2383;MDI;50;1492;;
2001;2;2001-10-12;2383;RGT;300;1492;;
2001;2;2001-10-12;2383;SBF;100;1492;;
2001;2;2001-10-12;2383;THRG;550;1492;;
2001;2;2001-10-12;2383;TUFG;1475;1492;;
2001;2;2001-10-12;2384;AIP;126;981213;;
2001;2;2001-10-12;2384;CHS;1770;981213;;
2001;2;2001-10-12;2384;EXM;300;981213;;
2001;2;2001-10-12;2384;FEWC;300;981213;;
2001;2;2001-10-12;2384;GYM;100;981213;;
2001;2;2001-10-12;2384;HEC;300;981213;;
2001;2;2001-10-12;2384;MDF;50;981213;;
2001;2;2001-10-12;2384;MDI;50;981213;;
2001;2;2001-10-12;2384;RGT;300;981213;;
2001;2;2001-10-12;2384;SBF;100;981213;;
2001;2;2001-10-12;2384;THRG;550;981213;;
2001;2;2001-10-12;2385;AIP;126;981239;;
2001;2;2001-10-12;2385;CF;2500;981239;;
2001;2;2001-10-15;2386;AIP;126;11378;;
2001;2;2001-10-15;2386;EXM;300;11378;;
2001;2;2001-10-15;2386;GYM;100;11378;;
2001;2;2001-10-15;2386;INTR;100;11378;;
2001;2;2001-10-15;2386;MDF;50;11378;;
2001;2;2001-10-15;2386;MDI;50;11378;;
2001;2;2001-10-15;2386;RGT;300;11378;;
2001;2;2001-10-15;2386;SBF;100;11378;;
2001;2;2001-10-15;2386;TUFG;5900;11378;;
2001;2;2001-10-16;2389;AIP;126;991371;;
2001;2;2001-10-16;2389;CHS;1770;991371;;
2001;2;2001-10-16;2389;EXM;300;991371;;
2001;2;2001-10-16;2389;FEWC;300;991371;;
2001;2;2001-10-16;2389;GYM;100;991371;;
2001;2;2001-10-16;2389;HEC;300;991371;;
2001;2;2001-10-16;2389;MDF;50;991371;;
2001;2;2001-10-16;2389;MDI;50;991371;;
2001;2;2001-10-16;2389;RGT;300;991371;;
2001;2;2001-10-16;2389;SBF;100;991371;;
2001;2;2001-10-16;2389;THRG;550;991371;;
2001;2;2001-10-16;2389;TUFG;2950;991371;;
2001;2;2001-10-16;2390;AIP;126;991154;;
2001;2;2001-10-16;2390;CHS;1770;991154;;
2001;2;2001-10-16;2390;EXM;300;991154;;
2001;2;2001-10-16;2390;FEWC;300;991154;;
