Database dummy - table crsfmdt
979020121;CL 592;C;1.50;;
999100221;ME 326;C;1.50;;
999100221;ME 334;C;1.50;;
999100221;ME 336;C;1.50;;
999100221;ME 338;C;1.50;;
999100221;ME 358;C;1.50;;
999100221;ME 364;C;1.50;;
999100221;ME 398;C;1.50;;
999100221;ME 408;C;1.50;;
4100031;CE 620;AA;1.00;;
4100031;ME 754;AA;1.00;;
14020021;CL 608;AC;1.00;;
14020021;CL 664;AC;1.00;;
14020021;CLS801;AC;1.00;;
999070041;EE 302;C;1.50;;
999070041;EE 308;C;1.50;;
999070041;EE 318;C;1.50;;
999070041;EE 324;C;1.50;;
999070041;EE 606;C;1.50;;
999070041;EP 220;C;1.50;;
990110021;MM 352;C;1.50;;
990110021;MM 356;C;1.50;;
990110021;MM 358;C;1.50;;
990110021;MM 359;C;1.50;;
990110021;MM 362;C;1.50;;
990110021;MM 370;C;1.50;;
990110021;MM 372;C;1.50;;
990110021;MM 396;C;1.50;;
989070091;EE 490;C;1.50;;
989070091;EE 493;C;1.50;;
989070091;EE 706;C;1.50;;
989070091;EE 708;C;1.50;;
989070091;EE 608;EC;1.50;;
989070091;MA 508;EC;1.50;;
989070091;MA 518;EC;1.50;;
989070091;MA 518;AC;1.50;;
989070091;MA 582;AC;1.50;;
10021021;PH 102;C;1.00;;
10021021;ME 118;C;1.00;;
10021021;ME 112;C;1.00;;
10021021;MA 104;C;1.00;;
10021021;CL 152;C;1.00;;
10021021;CH 116;C;1.00;;
10021021;CH 102;C;1.00;;
989110121;MM 454;C;1.50;;
989110121;MM 462;C;1.50;;
989110121;MM 493;C;1.50;;
989110121;MM 652;C;1.50;;
989110121;MM 654;C;1.50;;
989110121;MM 662;C;1.50;;
989110121;MM 678;EC;1.50;;
989110121;MM 676;EC;1.50;;
989070092;EE 490;C;1.50;;
989070092;EE 493;C;1.50;;
989070092;EE 706;C;1.50;;
989070092;EE 708;C;1.50;;
989070092;EE 698;EC;1.50;;
989070092;MA 508;EC;1.50;;
989070092;MA 518;EC;1.50;;
980070191;EE 498;C;1.50;;
980070191;CS 478;EC;1.50;;
980070191;CS 476;EC;1.50;;
980070191;EE 450;EC;1.50;;
19278371;MG 615;C;1.00;;
19278371;MG 616;C;1.00;;
19278371;MG 623;C;1.00;;
19278371;MG 630;C;1.00;;
19278371;MG 631;C;1.00;;
19278371;MG 662;C;1.00;;
19278371;MG 664;C;1.00;;
19278371;MG 666;C;1.00;;
19278371;MG 668;C;1.00;;
19278371;MG 673;C;1.00;;
19278372;MG 615;C;1.00;;
19278372;MG 616;C;1.00;;
19278372;MG 623;C;1.00;;
19278372;MG 630;C;1.00;;
19278372;MG 631;C;1.00;;
19278372;MG 662;C;1.00;;
19278372;MG 664;C;1.00;;
19278372;MG 666;C;1.00;;
19278372;MG 668;C;1.00;;
19278372;MG 673;C;1.00;;
19278221;MG 615;C;1.00;;
19278221;MG 616;C;1.00;;
19278221;MG 623;C;1.00;;
19278221;MG 630;C;1.00;;
19278221;MG 631;C;1.00;;
19278221;MG 662;C;1.00;;
19278221;MG 664;C;1.00;;
19278221;MG 666;C;1.00;;
19278221;MG 668;C;1.00;;
19278221;MG 673;C;1.00;;
19278401;MG 616;C;1.00;;
19278401;MG 623;C;1.00;;
19278401;MG 630;C;1.00;;
19278401;MG 631;C;1.00;;
3046031;IT 402;AC;1.00;;
3046031;CEP602;AC;1.00;;
19278401;MG 662;C;1.00;;
19278401;MG 664;C;1.00;;
19278401;MG 666;C;1.00;;
19278401;MG 668;C;1.00;;
19278222;MG 615;C;1.00;;
19278222;MG 616;C;1.00;;
19278222;MG 623;C;1.00;;
19278222;MG 630;C;1.00;;
19278222;MG 631;C;1.00;;
19278222;MG 662;C;1.00;;
19278222;MG 664;C;1.00;;
19278222;MG 666;C;1.00;;
19278222;MG 668;C;1.00;;
19278222;MG 673;C;1.00;;
990040101;CE 302;C;1.50;;
990040101;CE 304;C;1.50;;
990040101;CE 306;C;1.50;;
990040101;CE 308;C;1.50;;
990040101;CE 312;C;1.50;;
990040101;CE 314;C;1.50;;
990040101;CE 318;C;1.50;;
990040101;CE 320;C;1.50;;
990040101;CE 396;C;1.50;;
990040101;CE 398;C;1.50;;
980100411;ME 408;C;1.50;;
980100411;ME 498;C;1.50;;
980100411;HS 496;C;1.50;;
980100411;ME 478;EC;1.50;;
980100411;EN 402;EC;1.50;;
980100411;ME 332;EC;1.50;;
100292;EE 002;C;1.00;;
20261;HS 202;C;1.00;;
20261;EE 002;C;1.00;;
20261;CL 256;C;1.00;;
20261;CL 252;C;1.00;;
20261;CL 248;C;1.00;;
20261;CL 240;C;1.00;;
20261;CL 232;C;1.00;;
19278373;MG 666;C;1.00;;
19278373;MG 664;C;1.00;;
15240111;BT 404;C;1.00;;
15240111;BT 414;C;1.00;;
15240111;BT 418;C;1.00;;
15240111;BT 420;C;1.00;;
15240111;BT 456;C;1.00;;
15240111;BT 458;C;1.00;;
15240111;CH 426;C;1.00;;
9110031;EE 003;C;1.00;;
9110031;EE 004;C;1.00;;
9110031;EE 005;C;1.00;;
9110031;MA 210;C;1.00;;
9110031;ME 220;C;1.00;;
9110031;MM 252;C;1.00;;
9110031;MM 262;C;1.00;;
9110031;MM 264;C;1.00;;
9110031;HS 204;C;1.00;;
15240112;BT 404;C;1.00;;
15240112;BT 414;C;1.00;;
15240112;BT 418;C;1.00;;
15240112;BT 420;C;1.00;;
15240112;BT 456;C;1.00;;
15240112;BT 458;C;1.00;;
15240112;CH 426;C;1.00;;
19010031;AE 152;C;1.00;;
19010031;CE 102;C;1.00;;
19010031;CH 102;C;1.00;;
19010031;CH 116;C;1.00;;
19010031;MA 104;C;1.00;;
19010031;ME 112;C;1.00;;
19010031;ME 114;C;1.00;;
19010031;PH 102;C;1.00;;
19010031;PH 116;C;1.00;;
19010031;NO 102;EC;1.00;;
990260141;EP 312;C;1.50;;
990260141;EP 318;C;1.50;;
990260141;EP 320;C;1.50;;
990260141;EP 396;C;1.50;;
990260141;PH 422;C;1.50;;
990260141;PH 424;C;1.50;;
990260141;PH 430;C;1.50;;
990260141;PH 440;C;1.50;;
979100361;ME 592;C;1.50;;
10100291;CE 102;C;1.00;;
10100291;CH 102;C;1.00;;
10100291;CH 116;C;1.00;;
10100291;MA 104;C;1.00;;
10100291;ME 112;C;1.00;;
10100291;ME 118;C;1.00;;
10100291;ME 152;C;1.00;;
10100291;PH 102;C;1.00;;
10100291;PH 116;C;1.00;;
10100291;NO 102;EC;1.00;;
5060181;GS 500;C;1.00;;
5060181;GS 502;C;1.00;;
5060181;GS 504;C;1.00;;
5060181;GS 506;C;1.00;;
5060181;GS 508;C;1.00;;
5060181;GS 550;C;1.00;;
5060181;GS 524;EC;1.00;;
999010071;AE 330;C;1.50;;
999010071;AE 318;C;1.50;;
999010071;AE 316;C;1.50;;
999010071;AE 315;C;1.50;;
999010071;AE 314;C;1.50;;
999010071;AE 312;C;1.50;;
999010071;AE 308;C;1.50;;
10110291;CE 102;C;1.00;;
13044011;CE 620;AA;1.00;;
13044011;CEP601;AC;1.00;;
991030131;CH 316;C;1.50;;
991030131;CH 318;C;1.50;;
991030131;CH 338;C;1.50;;
991030131;CH 424;C;1.50;;
991030131;CH 426;C;1.50;;
991030131;CH 438;C;1.50;;
991030131;CH 440;C;1.50;;
991030131;CH 442;C;1.50;;
10260051;CH 102;C;1.00;;
10260051;CH 116;C;1.00;;
10260051;EE 152;C;1.00;;
10260051;MA 104;C;1.00;;
10260051;ME 112;C;1.00;;
10260051;ME 118;C;1.00;;
10260051;PH 102;C;1.00;;
10260051;PH 104;C;1.00;;
10260051;PH 116;C;1.00;;
990070051;EE 302;C;1.50;;
990070051;EE 304;C;1.50;;
990070051;EE 308;C;1.50;;
990070051;EE 318;C;1.50;;
990070051;EE 324;C;1.50;;
990070051;EE 326;C;1.50;;
990070051;EE 393;C;1.50;;
990070051;EE 397;C;1.50;;
990070051;EP 220;C;1.50;;
990260031;EP 312;C;1.50;;
990260031;EP 318;C;1.50;;
990260031;EP 320;C;1.50;;
990260031;EP 396;C;1.50;;
990260031;PH 422;C;1.50;;
990260031;PH 424;C;1.50;;
990260031;PH 430;C;1.50;;
990260031;PH 440;C;1.50;;
14065011;GS 656;AC;1.00;;
14065011;GS 852;AC;1.00;;
14065011;ES 642;AC;1.00;;
9278041;MG 670;C;1.00;;
9278041;MGP601;C;1.00;;
9278041;MG 604;EC;1.00;;
9278041;MG 704;EC;1.00;;
9278041;MG 774;EC;1.00;;
9278041;MG 702;AA;1.00;;
9278141;MG 670;C;1.00;;
9278141;MGP601;C;1.00;;
9278141;MG 676;EC;1.00;;
9278141;MG 704;EC;1.00;;
9278141;MG 702;EC;1.00;;
990260041;EP 312;C;1.50;;
990260041;EP 318;C;1.50;;
990260041;EP 320;C;1.50;;
990260041;EP 396;C;1.50;;
990260041;PH 422;C;1.50;;
990260041;PH 424;C;1.50;;
990260041;PH 430;C;1.50;;
990260041;PH 440;C;1.50;;
9278371;MG 670;C;1.00;;
9278371;MGP601;C;1.00;;
9278371;MG 678;EC;1.00;;
9278371;MG 702;EC;1.00;;
9278371;MG 660;EC;1.00;;
9100251;EE 002;C;1.00;;
9100251;ME 202;C;1.00;;
9100251;ME 204;C;1.00;;
9100251;ME 208;C;1.00;;
9100251;ME 210;C;1.00;;
9100251;ME 212;C;1.00;;
9100251;ME 214;C;1.00;;
9100251;HS 204;C;1.00;;
10100211;CE 102;C;1.00;;
10100211;CH 102;C;1.00;;
10100211;CH 116;C;1.00;;
10100211;MA 104;C;1.00;;
10100211;ME 112;C;1.00;;
10100211;ME 118;C;1.00;;
10100211;ME 152;C;1.00;;
10100211;PH 102;C;1.00;;
10100211;PH 116;C;1.00;;
10100211;NO 102;EC;1.00;;
990100241;ME 326;C;1.50;;
990100241;ME 334;C;1.50;;
990100241;ME 338;C;1.50;;
990100241;ME 350;C;1.50;;
990100241;ME 352;C;1.50;;
990100241;ME 360;C;1.50;;
990100241;ME 364;C;1.50;;
990100241;ME 398;C;1.50;;
