Database dummy - table studinfo
94418001;940386;8;4;18;;;
94402301;940387;8;4;02;;;
94404001;940389;8;4;04;;;
94402001;940390;8;4;02;;;
94402002;940391;8;4;02;;;
94402003;940392;8;4;02;;;
94402004;940393;8;4;02;;;
94402005;940394;8;4;02;;;
94402006;940395;8;4;02;;;
94402007;940396;8;4;02;;;
94402008;940397;8;4;02;;;
94407001;940398;8;4;07;;;
94407002;940399;8;4;07;;;
94407003;940400;8;4;07;;;
94405001;940401;8;4;05;;;
94410001;940402;8;4;10;;;
94402701;940404;8;4;02;;;
94423701;940405;8;4;23;;;
94407401;940408;8;4;07;;;
94402401;940417;8;4;02;;;
94402702;940419;8;4;02;;;
94402703;940421;8;4;02;;;
94402704;940423;8;4;02;;;
94404402;940424;8;4;04;;;
94404003;940426;8;4;04;;;
94404004;940429;8;4;04;;;
94405701;940431;8;4;05;;;
94411701;940432;8;4;11;;;
94411702;940433;8;4;11;;;
94414001;940434;8;4;14;;;
94423001;940435;8;4;23;;;
94404301;940436;8;4;04;;;
94419001;940438;8;4;19;;;
94422402;940439;8;4;22;;;
94407701;940443;8;4;07;;;
94404302;940444;8;4;04;;;
94412001;940445;8;4;12;;;
94412002;940446;8;4;12;;;
94412003;940447;8;4;12;;;
94412004;940448;8;4;12;;;
94412005;940449;8;4;12;;;
94412006;940450;8;4;12;;;
94412007;940451;8;4;12;;;
94412008;940452;8;4;12;;;
94412009;940453;8;4;12;;;
94412010;940454;8;4;12;;;
94409001;940455;8;4;09;;;
94409002;940456;8;4;09;;;
94409003;940457;8;4;09;;;
94409006;940460;8;4;09;;;
94409007;940461;8;4;09;;;
94409008;940462;8;4;09;;;
94411703;940465;8;4;11;;;
94417701;940466;8;4;17;;;
94410301;940468;8;4;10;;;
94402705;940469;8;4;02;;;
94403002;940482;8;4;03;;;
94403003;940483;8;4;03;;;
94403004;940484;8;4;03;;;
94403005;940485;8;4;03;;;
94403301;940486;8;4;03;;;
94403302;940487;8;4;03;;;
94403006;940488;8;4;03;;;
94403008;940490;8;4;03;;;
94403009;940491;8;4;03;;;
94403010;940492;8;4;03;;;
94424302;940494;8;4;24;;;
94424002;940498;8;4;24;;;
94702001;940703;8;7;02;;;
94702003;940711;8;7;02;;;
94702004;940715;8;7;02;;;
94702005;940717;8;7;02;;;
94702006;940721;8;7;02;;;
94702007;940727;8;7;02;;;
94702008;940730;8;7;02;;;
94707001;940756;8;7;07;;;
94707002;940758;8;7;07;;;
94707003;940760;8;7;07;;;
94707004;940762;8;7;07;;;
94707005;940764;8;7;07;;;
94707006;940766;8;7;07;;;
94707007;940768;8;7;07;;;
94710002;940769;8;7;10;;;
94707008;940770;8;7;07;;;
94707009;940771;8;7;07;;;
94710003;940772;8;7;10;;;
94710004;940773;8;7;10;;;
94710005;940774;8;7;10;;;
94710006;940775;8;7;10;;;
94710007;940776;8;7;10;;;
94710008;940777;8;7;10;;;
94418101;940785;8;4;18;;;
94406101;940786;8;4;06;;;
94403101;940787;8;4;03;;;
94410101;940788;8;4;10;;;
94411101;940789;8;4;11;;;
94405101;940790;8;4;05;;;
94407101;940791;8;4;07;;;
94407102;940792;8;4;07;;;
94417101;940793;8;4;17;;;
94410102;940794;8;4;10;;;
94423002;940807;8;4;23;;;
94418301;940811;8;4;18;;;
94411301;940812;8;4;11;;;
94423301;940813;8;4;23;;;
94418302;940814;8;4;18;;;
94410302;940815;8;4;10;;;
94410303;940816;8;4;10;;;
94407301;940817;8;4;07;;;
94402302;940818;8;4;02;;;
94404303;940819;8;4;04;;;
94423401;940820;8;4;23;;;
94423702;940821;8;4;23;;;
94808001;940825;8;8;08;;;
94808002;940826;8;8;08;;;
94808003;940827;8;8;08;;;
94808004;940828;8;8;08;;;
94808005;940829;8;8;08;;;
94808006;940830;8;8;08;;;
94808007;940831;8;8;08;;;
94808008;940832;8;8;08;;;
94808009;940833;8;8;08;;;
94808010;940834;8;8;08;;;
94410103;940848;8;4;10;;;
94417702;940849;8;4;17;;;
94412011;940850;8;4;12;;;
94406701;940854;8;4;06;;;
94406001;940856;8;4;06;;;
94406002;940858;8;4;06;;;
94808011;940961;8;8;08;;;
94412012;940982;8;4;12;;;
94613001;940984;8;6;13;;;
94613002;940985;8;6;13;;;
94613003;940986;8;6;13;;;
94613004;940987;8;6;13;;;
94613005;940988;8;6;13;;;
94613006;940989;8;6;13;;;
94613007;940990;8;6;13;;;
94613008;940991;8;6;13;;;
94613009;940992;8;6;13;;;
94613010;940993;8;6;13;;;
94613011;940994;8;6;13;;;
94613012;940995;8;6;13;;;
94613013;940996;8;6;13;;;
94613014;940997;8;6;13;;;
94613015;940998;8;6;13;;;
94625001;940999;8;6;25;;;
94625002;941000;8;6;25;;;
94625003;941001;8;6;25;;;
94625004;941002;8;6;25;;;
94625005;941003;8;6;25;;;
94625006;941004;8;6;25;;;
94625007;941005;8;6;25;;;
94625008;941006;8;6;25;;;
94625009;941007;8;6;25;;;
94625010;941008;8;6;25;;;
94625301;941085;8;6;25;;;
94808012;941113;8;8;08;;;
94408701;941115;8;4;08;;;
94613016;941122;8;6;13;;;
94625011;941123;8;6;25;;;
94613017;941124;8;6;13;;;
94613018;941125;8;6;13;;;
94408601;941127;8;4;08;;;
94808013;941129;8;8;08;;;
94407103;941133;8;4;07;;;
94407104;941134;8;4;07;;;
94420701;941135;8;4;20;;;
94403602;941067;8;4;03;;;
94401701;941136;8;4;01;;;
94414002;941137;8;4;14;;;
94406003;941139;8;4;06;;;
94417001;941140;8;4;17;;;
94406004;941141;8;4;06;;;
94412013;941142;8;4;12;;;
94422701;941143;8;4;22;;;
94403011;941144;8;4;03;;;
94411704;941145;8;4;11;;;
94423703;941146;8;4;23;;;
94411705;941147;8;4;11;;;
94403013;941149;8;4;03;;;
94411001;941150;8;4;11;;;
94403014;941151;8;4;03;;;
94411002;941152;8;4;11;;;
94403015;941153;8;4;03;;;
94411003;941154;8;4;11;;;
94403016;941155;8;4;03;;;
94408702;941156;8;4;08;;;
94410003;941157;8;4;10;;;
94408001;941158;8;4;08;;;
94408002;941159;8;4;08;;;
94408003;941160;8;4;08;;;
94410004;941161;8;4;10;;;
94402706;941162;8;4;02;;;
94402009;941163;8;4;02;;;
94410701;941164;8;4;10;;;
94402010;941165;8;4;02;;;
94402011;941166;8;4;02;;;
94409010;941167;8;4;09;;;
94410005;941168;8;4;10;;;
94404403;941169;8;4;04;;;
94410006;941170;8;4;10;;;
94404005;941171;8;4;04;;;
94410702;941172;8;4;10;;;
94403606;941173;8;4;03;;;
94411706;941175;8;4;11;;;
94411707;941176;8;4;11;;;
94411708;941177;8;4;11;;;
94407702;941138;8;4;07;;;
94403609;941179;8;4;03;;;
94403303;941086;8;4;03;;;
95404301;950504;7;4;04;;;
95404302;950505;7;4;04;;;
95410301;950506;7;4;10;;;
95410302;950507;7;4;10;;;
95410303;950508;7;4;10;;;
95407301;950509;7;4;07;;;
95411301;950510;7;4;11;;;
95417301;950511;7;4;17;;;
95403301;950512;7;4;03;;;
95414301;950513;7;4;14;;;
95407001;950539;7;4;07;;;
95407002;950541;7;4;07;;;
95407701;950542;7;4;07;;;
95407702;950543;7;4;07;;;
95407703;950544;7;4;07;;;
95419001;950545;7;4;19;;;
95412001;950546;7;4;12;;;
95412002;950547;7;4;12;;;
95412003;950548;7;4;12;;;
95412004;950549;7;4;12;;;
95412005;950550;7;4;12;;;
95412006;950551;7;4;12;;;
95412007;950552;7;4;12;;;
95412008;950553;7;4;12;;;
95422001;950554;7;4;22;;;
95420701;950555;7;4;20;;;
95420702;950556;7;4;20;;;
95420703;950557;7;4;20;;;
95424001;950558;7;4;24;;;
95424002;950559;7;4;24;;;
95424003;950560;7;4;24;;;
95424601;950561;7;4;24;;;
95402701;950562;7;4;02;;;
95402001;950563;7;4;02;;;
95414001;950568;7;4;14;;;
95412901;950572;7;4;12;;;
95403001;950574;7;4;03;;;
95403002;950575;7;4;03;;;
95403003;950576;7;4;03;;;
95403004;950577;7;4;03;;;
95403901;950578;7;4;03;;;
95403007;950581;7;4;03;;;
95403008;950582;7;4;03;;;
95403009;950583;7;4;03;;;
95410701;950584;7;4;10;;;
95410702;950585;7;4;10;;;
95410703;950586;7;4;10;;;
95410704;950587;7;4;10;;;
95410002;950589;7;4;10;;;
95411701;950590;7;4;11;;;
95411001;950591;7;4;11;;;
95411002;950592;7;4;11;;;
95411702;950593;7;4;11;;;
95416701;950594;7;4;16;;;
95417701;950595;7;4;17;;;
95417001;950596;7;4;17;;;
95417702;950597;7;4;17;;;
95418001;950598;7;4;18;;;
95418002;950599;7;4;18;;;
95423001;950540;7;4;23;;;
95406001;950852;7;4;06;;;
95406601;950854;7;4;06;;;
95404001;950856;7;4;04;;;
95404002;950857;7;4;04;;;
95404701;950860;7;4;04;;;
95404801;950862;7;4;04;;;
95404702;950858;7;4;04;;;
95625001;950903;7;6;25;;;
95625002;950905;7;6;25;;;
95625003;950906;7;6;25;;;
95625004;950908;7;6;25;;;
95625005;950910;7;6;25;;;
95625006;950912;7;6;25;;;
95625007;950915;7;6;25;;;
95625008;950918;7;6;25;;;
95625009;950919;7;6;25;;;
95625010;950922;7;6;25;;;
95613001;950924;7;6;13;;;
95613002;950927;7;6;13;;;
95613003;950928;7;6;13;;;
95613004;950929;7;6;13;;;
95613005;950931;7;6;13;;;
95613006;950932;7;6;13;;;
95613007;950933;7;6;13;;;
95613008;950934;7;6;13;;;
95613009;950936;7;6;13;;;
95613010;950938;7;6;13;;;
95613011;950939;7;6;13;;;
95613012;950941;7;6;13;;;
95613013;950942;7;6;13;;;
95613014;950943;7;6;13;;;
95613015;950944;7;6;13;;;
95408801;950961;7;4;08;;;
95613401;950945;7;6;13;;;
95424401;951163;7;4;24;;;
95808001;951166;7;8;08;;;
95808002;951167;7;8;08;;;
95808003;951168;7;8;08;;;
95808004;951169;7;8;08;;;
95808005;951170;7;8;08;;;
95808006;951171;7;8;08;;;
95808007;951172;7;8;08;;;
95808008;951173;7;8;08;;;
95808009;951174;7;8;08;;;
95808010;951175;7;8;08;;;
95808802;951177;7;8;08;;;
95808803;951178;7;8;08;;;
95808401;951179;7;8;08;;;
95808804;951180;7;8;08;;;
95403601;951199;7;4;03;;;
95403603;951201;7;4;03;;;
95402201;951207;7;4;02;;;
95402202;951208;7;4;02;;;
95411201;951209;7;4;11;;;
95404101;951210;7;4;04;;;
95418101;951211;7;4;18;;;
95412101;951212;7;4;12;;;
94403304;940489;8;4;03;;;
95424602;951237;7;4;24;;;
95808011;951239;7;8;08;;;
95808805;951242;7;8;08;;;
95625011;951244;7;6;25;;;
95403606;951249;7;4;03;;;
95403302;950579;7;4;03;;;
95403607;951250;7;4;03;;;
95808012;951176;7;8;08;;;
95808013;951245;7;8;08;;;
94409901;941114;8;4;09;;;
95613601;951238;7;6;13;;;
95401002;951253;7;4;01;;;
95401003;951254;7;4;01;;;
95403010;951255;7;4;03;;;
95403011;951256;7;4;03;;;
95404703;951257;7;4;04;;;
95405701;951260;7;4;05;;;
95410003;951261;7;4;10;;;
95410004;951262;7;4;10;;;
95410005;951263;7;4;10;;;
95410006;951264;7;4;10;;;
95411003;951265;7;4;11;;;
95412009;951266;7;4;12;;;
95412010;951267;7;4;12;;;
95424004;951268;7;4;24;;;
95424603;951269;7;4;24;;;
95417703;951270;7;4;17;;;
95417002;951271;7;4;17;;;
95416001;951272;7;4;16;;;
95418003;951273;7;4;18;;;
95420704;951274;7;4;20;;;
95407003;951275;7;4;07;;;
95407004;951276;7;4;07;;;
95407005;951277;7;4;07;;;
95407006;951278;7;4;07;;;
95407007;951279;7;4;07;;;
95407008;951280;7;4;07;;;
95407704;951281;7;4;07;;;
95407705;951282;7;4;07;;;
95407706;951283;7;4;07;;;
95406401;951288;7;4;06;;;
95409301;951289;7;4;09;;;
95409302;951290;7;4;09;;;
94409301;940459;8;4;09;;;
94422801;940407;8;4;22;;;
95410705;950588;7;4;10;;;
94404601;940410;8;4;04;;;
95403303;950580;7;4;03;;;
96402001;960335;6;4;02;;;
96403001;960341;6;4;03;;;
96414001;960342;6;4;14;;;
96613001;960346;6;6;13;;;
96424001;960347;6;4;24;;;
96625001;960351;6;6;25;;;
96403002;960352;6;4;03;;;
96410801;960354;6;4;10;;;
96613002;960356;6;6;13;;;
96418401;960359;6;4;18;;;
96424002;960367;6;4;24;;;
96625002;960368;6;6;25;;;
96613003;960369;6;6;13;;;
96625003;960371;6;6;25;;;
96613004;960372;6;6;13;;;
96613005;960374;6;6;13;;;
96625801;960375;6;6;25;;;
96613006;960376;6;6;13;;;
96613007;960377;6;6;13;;;
96403003;960447;6;4;03;;;
96403004;960462;6;4;03;;;
96403005;960501;6;4;03;;;
96411001;960502;6;4;11;;;
96402701;960523;6;4;02;;;
96404001;960524;6;4;04;;;
96625004;960526;6;6;25;;;
96625802;960528;6;6;25;;;
