Database dummy - table gradsum
830043;1989;2;0.00;0.00;0.00;5.77;2546.00;441.00;;
840019;1989;2;0.00;0.00;0.00;5.45;2372.00;435.00;;
840016;1989;3;4.00;64.00;16.00;5.42;2313.00;427.00;;
840017;1989;3;4.00;32.00;8.00;4.63;1782.00;385.00;;
840018;1989;3;6.00;120.00;20.00;6.57;2833.00;431.00;;
850127;1989;2;0.00;0.00;0.00;5.99;2648.00;442.00;;
850015;1989;3;6.84;260.00;38.00;5.64;2460.00;436.00;;
850017;1989;3;6.00;120.00;20.00;6.04;2881.00;477.00;;
850018;1989;2;0.00;0.00;0.00;7.07;3300.00;467.00;;
850019;1989;2;0.00;0.00;0.00;6.13;2447.00;399.00;;
850020;1989;2;0.00;0.00;0.00;9.00;720.00;80.00;;
850024;1989;3;8.17;196.00;24.00;6.13;2647.00;432.00;;
850025;1989;3;5.00;80.00;16.00;5.04;1815.00;360.00;;
850026;1989;3;6.00;48.00;8.00;5.46;1975.00;362.00;;
850027;1989;3;7.00;56.00;8.00;5.17;1940.00;375.00;;
850029;1989;2;0.00;0.00;0.00;5.34;2143.00;401.00;;
850030;1989;2;0.00;0.00;0.00;5.62;2255.00;401.00;;
850031;1989;2;0.00;0.00;0.00;6.28;2570.00;409.00;;
850034;1989;2;0.00;0.00;0.00;7.07;3641.00;515.00;;
850035;1989;3;7.57;212.00;28.00;5.86;3019.00;515.00;;
850036;1989;2;0.00;0.00;0.00;6.79;2859.00;421.00;;
850038;1989;2;0.00;0.00;0.00;5.66;2779.00;491.00;;
850039;1989;2;0.00;0.00;0.00;6.94;3574.00;515.00;;
860016;1989;3;4.00;40.00;10.00;4.93;1589.00;322.00;;
860018;1989;2;0.00;0.00;0.00;5.97;2434.00;408.00;;
860021;1989;2;0.00;0.00;0.00;8.57;3736.00;436.00;;
860027;1989;3;6.00;48.00;8.00;5.28;1731.00;328.00;;
860031;1989;3;7.71;216.00;28.00;6.85;2978.00;435.00;;
860032;1989;2;0.00;0.00;0.00;7.59;3302.00;435.00;;
860034;1989;2;0.00;0.00;0.00;7.87;3423.00;435.00;;
860035;1989;2;0.00;0.00;0.00;7.27;3162.00;435.00;;
860041;1989;2;0.00;0.00;0.00;8.44;3671.00;435.00;;
860045;1989;3;8.00;160.00;20.00;6.10;2652.00;435.00;;
860046;1989;3;4.67;56.00;12.00;5.39;2107.00;391.00;;
860049;1989;3;8.00;160.00;20.00;6.62;2879.00;435.00;;
860058;1989;2;0.00;0.00;0.00;6.93;2981.00;430.00;;
860059;1989;2;0.00;0.00;0.00;7.33;3187.00;435.00;;
860060;1989;3;0.00;0.00;0.00;5.21;1369.00;263.00;;
860064;1989;2;0.00;0.00;0.00;7.57;3293.00;435.00;;
860066;1989;2;0.00;0.00;0.00;5.79;2264.00;391.00;;
860071;1989;2;0.00;0.00;0.00;8.33;3623.00;435.00;;
860073;1989;3;0.00;0.00;0.00;6.42;2665.00;415.00;;
860077;1989;2;9.00;180.00;20.00;8.77;4244.00;484.00;;
860085;1989;2;0.00;0.00;0.00;6.28;2721.00;433.00;;
860086;1989;2;0.00;0.00;0.00;8.73;3782.00;433.00;;
860090;1989;2;0.00;0.00;0.00;6.58;2847.00;433.00;;
860091;1989;3;4.00;32.00;8.00;5.67;2297.00;405.00;;
860095;1989;2;0.00;0.00;0.00;8.03;3477.00;433.00;;
860096;1989;2;0.00;0.00;0.00;8.71;3770.00;433.00;;
860103;1989;2;0.00;0.00;0.00;7.58;3130.00;413.00;;
860104;1989;2;0.00;0.00;0.00;5.75;2488.00;433.00;;
860107;1989;2;0.00;0.00;0.00;5.82;2357.00;405.00;;
860109;1989;2;0.00;0.00;0.00;6.85;2964.00;433.00;;
860113;1989;3;5.50;88.00;16.00;5.66;2111.00;373.00;;
860114;1989;3;6.00;48.00;8.00;4.69;1486.00;317.00;;
860115;1989;3;4.00;64.00;16.00;4.76;1277.00;268.00;;
860119;1989;2;0.00;0.00;0.00;7.58;3342.00;441.00;;
860123;1989;3;0.00;0.00;0.00;6.07;2579.00;425.00;;
860125;1989;2;0.00;0.00;0.00;7.18;3166.00;441.00;;
860126;1989;2;0.00;0.00;0.00;8.55;3772.00;441.00;;
860128;1989;2;0.00;0.00;0.00;8.97;3956.00;441.00;;
860129;1989;2;0.00;0.00;0.00;6.02;2657.00;441.00;;
860134;1989;2;0.00;0.00;0.00;8.79;3878.00;441.00;;
860135;1989;2;0.00;0.00;0.00;8.47;3736.00;441.00;;
860136;1989;2;0.00;0.00;0.00;8.34;3677.00;441.00;;
860137;1989;2;0.00;0.00;0.00;8.19;3611.00;441.00;;
860138;1989;2;0.00;0.00;0.00;4.69;1570.00;335.00;;
860140;1989;2;0.00;0.00;0.00;8.39;3702.00;441.00;;
860143;1989;2;0.00;0.00;0.00;9.00;3967.00;441.00;;
860146;1989;2;0.00;0.00;0.00;7.70;3394.00;441.00;;
860148;1989;2;0.00;0.00;0.00;8.30;3659.00;441.00;;
860151;1989;2;0.00;0.00;0.00;7.60;3350.00;441.00;;
860156;1989;2;0.00;0.00;0.00;6.70;2954.00;441.00;;
860165;1989;2;0.00;0.00;0.00;5.53;1652.00;299.00;;
860167;1989;2;0.00;0.00;0.00;7.81;3445.00;441.00;;
860169;1989;2;0.00;0.00;0.00;9.22;4067.00;441.00;;
860172;1989;3;6.29;176.00;28.00;6.51;2869.00;441.00;;
860173;1989;2;0.00;0.00;0.00;9.14;4032.00;441.00;;
860176;1989;2;0.00;0.00;0.00;8.24;3633.00;441.00;;
860177;1989;2;0.00;0.00;0.00;8.71;3839.00;441.00;;
860180;1989;2;0.00;0.00;0.00;7.82;3463.00;443.00;;
860181;1989;2;0.00;0.00;0.00;8.63;3825.00;443.00;;
860184;1989;2;0.00;0.00;0.00;8.61;4315.00;501.00;;
860187;1989;3;7.67;230.00;30.00;6.25;2767.00;443.00;;
860188;1989;2;0.00;0.00;0.00;6.45;2856.00;443.00;;
860191;1989;2;0.00;0.00;0.00;6.69;2963.00;443.00;;
860192;1989;2;0.00;0.00;0.00;7.12;3155.00;443.00;;
860193;1989;3;0.00;0.00;0.00;6.73;2415.00;359.00;;
860195;1989;3;8.14;228.00;28.00;6.37;2821.00;443.00;;
860198;1989;3;9.00;180.00;20.00;8.58;3868.00;451.00;;
860203;1989;2;0.00;0.00;0.00;8.80;3897.00;443.00;;
860204;1989;2;0.00;0.00;0.00;7.01;3105.00;443.00;;
860208;1989;2;0.00;0.00;0.00;7.07;3130.00;443.00;;
860213;1989;3;7.00;56.00;8.00;7.57;3355.00;443.00;;
860215;1989;2;0.00;0.00;0.00;8.98;3976.00;443.00;;
860221;1989;3;5.00;40.00;8.00;5.33;848.00;159.00;;
