Database dummy - table studregn
1995;1;CH 831;BB;C;P;941171;1.00;;
1995;1;CHS801;BB;C;P;941171;1.00;;
1995;1;CH 831;BB;C;P;941175;1.00;;
1995;1;CHS801;BB;C;P;941175;1.00;;
1995;1;CH 831;BB;C;P;941180;1.00;;
1995;1;CHS801;BB;C;P;941180;1.00;;
1995;1;CH 807;BC;C;P;941200;1.00;;
1995;1;CH 831;BB;C;P;941200;1.00;;
1995;1;CH 589;BC;C;P;941200;1.00;;
1995;1;CHS801;BB;C;P;941205;1.00;;
1995;1;CH 831;BB;C;P;941205;1.00;;
1995;1;CH 831;BB;C;P;941206;1.00;;
1995;1;CHS801;BB;C;P;941206;1.00;;
1995;1;CH 821;CC;C;P;950602;1.00;;
1995;1;CH 831;AB;C;P;950602;1.00;;
1995;1;CH 805;AA;C;P;950602;1.00;;
1995;1;CH 821;BB;C;P;950606;1.00;;
1995;1;CH 831;BB;C;P;950606;1.00;;
1995;1;CH 553;BC;C;P;950606;1.00;;
1995;1;CH 551;AB;C;P;950606;1.00;;
1995;1;CH 807;BC;C;P;950607;1.00;;
1995;1;CH 821;CD;C;P;950607;1.00;;
1995;1;CH 831;BB;C;P;950607;1.00;;
1995;1;CHS801;AB;C;P;950539;1.00;;
1995;1;CH 831;AA;C;P;950539;1.00;;
1995;1;CH 821;BC;C;P;950539;1.00;;
1995;1;CH 821;CC;C;P;951226;1.00;;
1995;1;CH 831;BB;C;P;951226;1.00;;
1995;1;CH 807;BC;C;P;951226;1.00;;
1995;1;CH 509;CC;C;P;951226;1.00;;
1995;1;CH 805;BC;C;P;951227;1.00;;
1995;1;CH 807;BC;C;P;951227;1.00;;
1995;1;CH 821;DD;C;P;951227;1.00;;
1995;1;CH 831;BB;C;P;951227;1.00;;
1995;1;CH 561;BC;C;P;951227;1.00;;
1995;1;CH 807;BC;C;P;941201;1.00;;
1995;1;CH 831;BB;C;P;941201;1.00;;
1995;1;CHS801;BB;C;P;941201;1.00;;
1995;1;AE 601;BB;C;P;950129;1.00;;
1995;1;AE 603;BB;C;P;950129;1.00;;
1995;1;AE 651;BC;C;P;950129;1.00;;
1995;1;AE 659;BB;C;P;950129;1.00;;
1995;1;AE 605;BB;C;P;950129;1.00;;
1995;1;AES601;BB;C;P;950129;1.00;;
1995;1;AE 651;CC;C;P;950121;1.00;;
1995;1;AE 601;AB;C;P;950121;1.00;;
1995;1;AE 603;BC;C;P;950121;1.00;;
1995;1;AE 605;BB;C;P;950121;1.00;;
